ID location 1,ID location 2,Interdistance class
CC,CX,500m - 1500m
CC,DJ,1500m - 3000m
CC,BI,500m - 1500m
CC,AC,3000m - 4500m
CC,CF,3000m - 4500m
CC,CC,<500m
CC,DY,3000m - 4500m
CC,BZ,500m - 1500m
CC,CI,3000m - 4500m
CC,CL,>4500m
CC,AW,1500m - 3000m
CC,AH,1500m - 3000m
CC,DS,>4500m
CC,AZ,3000m - 4500m
CC,EB,3000m - 4500m
CC,BW,1500m - 3000m
CC,BT,3000m - 4500m
CC,ED,>4500m
CC,DV,>4500m
CC,AE,3000m - 4500m
CC,AT,1500m - 3000m
CC,CO,>4500m
CC,DA,500m - 1500m
CC,BF,500m - 1500m
CC,EG,>4500m
CC,BQ,>4500m
CC,CR,>4500m
CC,AQ,1500m - 3000m
CC,DM,3000m - 4500m
CC,DP,>4500m
CC,AK,1500m - 3000m
CC,AN,3000m - 4500m
CC,BN,>4500m
CC,EJ,>4500m
CC,BC,1500m - 3000m
CC,DD,500m - 1500m
DY,BJ,3000m - 4500m
DY,EK,3000m - 4500m
DY,DE,500m - 1500m
DY,CS,>4500m
DY,CV,3000m - 4500m
DY,DH,500m - 1500m
DY,BG,3000m - 4500m
DY,AA,>4500m
DY,CD,1500m - 3000m
DY,CA,3000m - 4500m
DY,DW,<500m
DY,BX,3000m - 4500m
DY,CG,1500m - 3000m
DY,CJ,3000m - 4500m
DY,AU,3000m - 4500m
DY,AF,>4500m
DY,DQ,3000m - 4500m
DY,AX,>4500m
DY,DZ,500m - 1500m
DY,BU,>4500m
DY,BR,>4500m
DY,EC,1500m - 3000m
DY,DT,3000m - 4500m
DY,AD,>4500m
DY,AR,>4500m
DY,CM,3000m - 4500m
DY,CY,1500m - 3000m
DY,BD,3000m - 4500m
DY,EE,1500m - 3000m
DY,BO,>4500m
DY,CP,>4500m
DY,AO,>4500m
DY,DK,1500m - 3000m
DY,DN,1500m - 3000m
DY,AI,>4500m
DY,AL,>4500m
DY,BL,3000m - 4500m
DY,EH,3000m - 4500m
DY,BA,>4500m
DY,DB,1500m - 3000m
DY,BK,3000m - 4500m
DY,EL,3000m - 4500m
DY,DF,500m - 1500m
DY,CT,>4500m
DY,CW,3000m - 4500m
DY,DI,500m - 1500m
DY,BH,3000m - 4500m
DY,AB,>4500m
DY,CE,1500m - 3000m
DY,CB,3000m - 4500m
DY,DX,<500m
DY,BY,3000m - 4500m
DY,CH,1500m - 3000m
DY,CK,3000m - 4500m
DY,AV,3000m - 4500m
DY,AG,>4500m
DY,DR,3000m - 4500m
DY,AY,>4500m
DY,EA,500m - 1500m
DY,BV,>4500m
DY,BS,>4500m
DY,DU,3000m - 4500m
DY,AS,>4500m
DY,CN,3000m - 4500m
DY,CZ,1500m - 3000m
DY,BE,3000m - 4500m
DY,EF,1500m - 3000m
DY,BP,>4500m
DY,CQ,>4500m
DY,AP,>4500m
DY,DL,1500m - 3000m
DY,DO,1500m - 3000m
DY,AJ,>4500m
DY,AM,>4500m
DY,BM,3000m - 4500m
DY,EI,3000m - 4500m
DY,BB,>4500m
DY,DC,1500m - 3000m
DY,EM,3000m - 4500m
DY,DG,500m - 1500m
DY,CU,>4500m
DY,CX,3000m - 4500m
DY,DJ,500m - 1500m
DY,BI,3000m - 4500m
DY,AC,>4500m
DY,CF,1500m - 3000m
DY,CC,3000m - 4500m
DY,DY,<500m
DY,BZ,3000m - 4500m
DY,CI,1500m - 3000m
DY,CL,3000m - 4500m
DY,AW,3000m - 4500m
DY,AH,>4500m
DY,DS,3000m - 4500m
DY,AZ,>4500m
DY,EB,500m - 1500m
DY,BW,>4500m
DY,BT,>4500m
DY,ED,1500m - 3000m
DY,DV,3000m - 4500m
DY,AE,>4500m
DY,AT,>4500m
DY,CO,3000m - 4500m
DY,DA,1500m - 3000m
DY,BF,3000m - 4500m
DY,EG,1500m - 3000m
DY,BQ,>4500m
DY,CR,>4500m
DY,AQ,>4500m
DY,DM,1500m - 3000m
DY,DP,1500m - 3000m
DY,AK,>4500m
DY,AN,>4500m
DY,BN,3000m - 4500m
DY,EJ,3000m - 4500m
DY,BC,>4500m
DY,DD,1500m - 3000m
BZ,BJ,>4500m
BZ,EK,>4500m
BZ,DE,1500m - 3000m
BZ,CS,500m - 1500m
BZ,CV,500m - 1500m
BZ,DH,3000m - 4500m
BZ,BG,500m - 1500m
BZ,AA,3000m - 4500m
BZ,CD,3000m - 4500m
BZ,CA,500m - 1500m
BZ,DW,3000m - 4500m
BZ,BX,<500m
BZ,CG,>4500m
BZ,CJ,>4500m
BZ,AU,1500m - 3000m
BZ,AF,1500m - 3000m
BZ,DQ,>4500m
BZ,AX,1500m - 3000m
BZ,DZ,>4500m
BZ,BU,500m - 1500m
BZ,BR,1500m - 3000m
BZ,EC,>4500m
BZ,DT,>4500m
BZ,AD,1500m - 3000m
BZ,AR,1500m - 3000m
BZ,CM,>4500m
BZ,CY,500m - 1500m
BZ,BD,500m - 1500m
BZ,EE,>4500m
BZ,BO,>4500m
BZ,CP,>4500m
BZ,AO,1500m - 3000m
BZ,DK,>4500m
BZ,DN,>4500m
BZ,AI,1500m - 3000m
BZ,AL,1500m - 3000m
BZ,BL,>4500m
BZ,EH,>4500m
BZ,BA,500m - 1500m
BZ,DB,1500m - 3000m
BZ,BK,>4500m
BZ,EL,>4500m
BZ,DF,1500m - 3000m
BZ,CT,500m - 1500m
BZ,CW,500m - 1500m
BZ,DI,3000m - 4500m
BZ,BH,500m - 1500m
BZ,AB,3000m - 4500m
BZ,CE,3000m - 4500m
BZ,CB,500m - 1500m
BZ,DX,3000m - 4500m
BZ,BY,<500m
BZ,CH,>4500m
BZ,CK,>4500m
BZ,AV,1500m - 3000m
BZ,AG,1500m - 3000m
BZ,DR,>4500m
BZ,AY,1500m - 3000m
BZ,EA,>4500m
BZ,BV,500m - 1500m
BZ,BS,1500m - 3000m
BZ,DU,>4500m
BZ,AS,1500m - 3000m
BZ,CN,>4500m
BZ,CZ,500m - 1500m
BZ,BE,500m - 1500m
BZ,EF,>4500m
BZ,BP,>4500m
BZ,CQ,>4500m
BZ,AP,1500m - 3000m
BZ,DL,>4500m
BZ,DO,>4500m
BZ,AJ,1500m - 3000m
BZ,AM,1500m - 3000m
BZ,BM,>4500m
BZ,EI,>4500m
BZ,BB,500m - 1500m
BZ,DC,1500m - 3000m
BZ,EM,>4500m
BZ,DG,1500m - 3000m
BZ,CU,500m - 1500m
BZ,CX,500m - 1500m
BZ,DJ,3000m - 4500m
BZ,BI,500m - 1500m
BZ,AC,3000m - 4500m
BZ,CF,3000m - 4500m
BZ,CC,500m - 1500m
BZ,DY,3000m - 4500m
BZ,BZ,<500m
BZ,CI,>4500m
BZ,CL,>4500m
BZ,AW,1500m - 3000m
BZ,AH,1500m - 3000m
BZ,DS,>4500m
BZ,AZ,1500m - 3000m
BZ,EB,>4500m
BZ,BW,500m - 1500m
BZ,BT,1500m - 3000m
BZ,ED,>4500m
BZ,DV,>4500m
BZ,AE,1500m - 3000m
BZ,AT,1500m - 3000m
BZ,CO,>4500m
BZ,DA,500m - 1500m
BZ,BF,500m - 1500m
BZ,EG,>4500m
BZ,BQ,>4500m
BZ,CR,>4500m
BZ,AQ,1500m - 3000m
BZ,DM,>4500m
BZ,DP,>4500m
BZ,AK,1500m - 3000m
BZ,AN,1500m - 3000m
BZ,BN,>4500m
BZ,EJ,>4500m
BZ,BC,500m - 1500m
BZ,DD,1500m - 3000m
CI,BJ,500m - 1500m
CI,EK,3000m - 4500m
CI,DE,1500m - 3000m
CI,CS,>4500m
CI,CV,>4500m
CI,DH,1500m - 3000m
CI,BG,3000m - 4500m
CI,AA,>4500m
CI,CD,500m - 1500m
CI,CA,3000m - 4500m
CI,DW,1500m - 3000m
CI,BX,>4500m
CI,CG,<500m
CI,CJ,500m - 1500m
CI,AU,>4500m
CI,AF,>4500m
CI,DQ,1500m - 3000m
CI,AX,>4500m
CI,DZ,1500m - 3000m
CI,BU,>4500m
CI,BR,>4500m
CI,EC,1500m - 3000m
CI,DT,1500m - 3000m
CI,AD,>4500m
CI,AR,>4500m
CI,CM,1500m - 3000m
CI,CY,3000m - 4500m
CI,BD,>4500m
CI,EE,1500m - 3000m
CI,BO,1500m - 3000m
CI,CP,1500m - 3000m
CI,AO,>4500m
CI,DK,500m - 1500m
CI,DN,500m - 1500m
CI,AI,>4500m
CI,AL,>4500m
CI,BL,1500m - 3000m
CI,EH,1500m - 3000m
CI,BA,>4500m
CI,DB,3000m - 4500m
CI,BK,500m - 1500m
CI,EL,3000m - 4500m
CI,DF,1500m - 3000m
CI,CT,>4500m
CI,CW,>4500m
CI,DI,1500m - 3000m
CI,BH,3000m - 4500m
CI,AB,>4500m
CI,CE,500m - 1500m
CI,CB,3000m - 4500m
CI,DX,1500m - 3000m
CI,BY,>4500m
CI,CH,<500m
CI,CK,500m - 1500m
CI,AV,>4500m
CI,AG,>4500m
CI,DR,1500m - 3000m
CI,AY,>4500m
CI,EA,1500m - 3000m
CI,BV,>4500m
CI,BS,>4500m
CI,DU,1500m - 3000m
CI,AS,>4500m
CI,CN,1500m - 3000m
CI,CZ,3000m - 4500m
CI,BE,>4500m
CI,EF,1500m - 3000m
CI,BP,1500m - 3000m
CI,CQ,1500m - 3000m
CI,AP,>4500m
CI,DL,500m - 1500m
CI,DO,500m - 1500m
CI,AJ,>4500m
CI,AM,>4500m
CI,BM,1500m - 3000m
CI,EI,1500m - 3000m
CI,BB,>4500m
CI,DC,3000m - 4500m
CI,EM,3000m - 4500m
CI,DG,1500m - 3000m
CI,CU,>4500m
CI,CX,>4500m
CI,DJ,1500m - 3000m
CI,BI,3000m - 4500m
CI,AC,>4500m
CI,CF,500m - 1500m
CI,CC,3000m - 4500m
CI,DY,1500m - 3000m
CI,BZ,>4500m
CI,CI,<500m
CI,CL,500m - 1500m
CI,AW,>4500m
CI,AH,>4500m
CI,DS,1500m - 3000m
CI,AZ,>4500m
CI,EB,1500m - 3000m
CI,BW,>4500m
CI,BT,>4500m
CI,ED,1500m - 3000m
CI,DV,1500m - 3000m
CI,AE,>4500m
CI,AT,>4500m
CI,CO,1500m - 3000m
CI,DA,3000m - 4500m
CI,BF,>4500m
CI,EG,1500m - 3000m
CI,BQ,1500m - 3000m
CI,CR,1500m - 3000m
CI,AQ,>4500m
CI,DM,500m - 1500m
CI,DP,500m - 1500m
CI,AK,>4500m
CI,AN,>4500m
CI,BN,1500m - 3000m
CI,EJ,1500m - 3000m
CI,BC,>4500m
CI,DD,3000m - 4500m
CL,BJ,500m - 1500m
CL,EK,1500m - 3000m
CL,DE,3000m - 4500m
CL,CS,>4500m
CL,CV,>4500m
CL,DH,1500m - 3000m
CL,BG,>4500m
CL,AA,>4500m
CL,CD,1500m - 3000m
CL,CA,>4500m
CL,DW,3000m - 4500m
CL,BX,>4500m
CL,CG,500m - 1500m
CL,CJ,<500m
CL,AU,>4500m
CL,AF,>4500m
CL,DQ,500m - 1500m
CL,AX,>4500m
CL,DZ,1500m - 3000m
CL,BU,>4500m
CL,BR,>4500m
CL,EC,1500m - 3000m
CL,DT,1500m - 3000m
CL,AD,>4500m
CL,AR,>4500m
CL,CM,500m - 1500m
CL,CY,>4500m
CL,BD,>4500m
CL,EE,1500m - 3000m
CL,BO,1500m - 3000m
CL,CP,1500m - 3000m
CL,AO,>4500m
CL,DK,1500m - 3000m
CL,DN,500m - 1500m
CL,AI,>4500m
CL,AL,>4500m
CL,BL,500m - 1500m
CL,EH,1500m - 3000m
CL,BA,>4500m
CL,DB,3000m - 4500m
CL,BK,500m - 1500m
CL,EL,1500m - 3000m
CL,DF,3000m - 4500m
CL,CT,>4500m
CL,CW,>4500m
CL,DI,1500m - 3000m
CL,BH,>4500m
CL,AB,>4500m
CL,CE,1500m - 3000m
CL,CB,>4500m
CL,DX,3000m - 4500m
CL,BY,>4500m
CL,CH,500m - 1500m
CL,CK,<500m
CL,AV,>4500m
CL,AG,>4500m
CL,DR,500m - 1500m
CL,AY,>4500m
CL,EA,1500m - 3000m
CL,BV,>4500m
CL,BS,>4500m
CL,DU,1500m - 3000m
CL,AS,>4500m
CL,CN,500m - 1500m
CL,CZ,>4500m
CL,BE,>4500m
CL,EF,1500m - 3000m
CL,BP,1500m - 3000m
CL,CQ,1500m - 3000m
CL,AP,>4500m
CL,DL,1500m - 3000m
CL,DO,500m - 1500m
CL,AJ,>4500m
CL,AM,>4500m
CL,BM,500m - 1500m
CL,EI,1500m - 3000m
CL,BB,>4500m
CL,DC,3000m - 4500m
CL,EM,1500m - 3000m
CL,DG,3000m - 4500m
CL,CU,>4500m
CL,CX,>4500m
CL,DJ,1500m - 3000m
CL,BI,>4500m
CL,AC,>4500m
CL,CF,1500m - 3000m
CL,CC,>4500m
CL,DY,3000m - 4500m
CL,BZ,>4500m
CL,CI,500m - 1500m
CL,CL,<500m
CL,AW,>4500m
CL,AH,>4500m
CL,DS,500m - 1500m
CL,AZ,>4500m
CL,EB,1500m - 3000m
CL,BW,>4500m
CL,BT,>4500m
CL,ED,1500m - 3000m
CL,DV,1500m - 3000m
CL,AE,>4500m
CL,AT,>4500m
CL,CO,500m - 1500m
CL,DA,>4500m
CL,BF,>4500m
CL,EG,1500m - 3000m
CL,BQ,1500m - 3000m
CL,CR,1500m - 3000m
CL,AQ,>4500m
CL,DM,1500m - 3000m
CL,DP,500m - 1500m
CL,AK,>4500m
CL,AN,>4500m
CL,BN,500m - 1500m
CL,EJ,1500m - 3000m
CL,BC,>4500m
CL,DD,3000m - 4500m
AW,BJ,>4500m
AW,EK,>4500m
AW,DE,3000m - 4500m
AW,CS,3000m - 4500m
AW,CV,1500m - 3000m
AW,DH,3000m - 4500m
AW,BG,500m - 1500m
AW,AA,3000m - 4500m
AW,CD,3000m - 4500m
AW,CA,1500m - 3000m
AW,DW,3000m - 4500m
AW,BX,1500m - 3000m
AW,CG,>4500m
AW,CJ,>4500m
AW,AU,<500m
AW,AF,500m - 1500m
AW,DQ,>4500m
AW,AX,3000m - 4500m
AW,DZ,>4500m
AW,BU,1500m - 3000m
AW,BR,3000m - 4500m
AW,EC,>4500m
AW,DT,>4500m
AW,AD,1500m - 3000m
AW,AR,500m - 1500m
AW,CM,>4500m
AW,CY,1500m - 3000m
AW,BD,500m - 1500m
AW,EE,>4500m
AW,BO,>4500m
AW,CP,>4500m
AW,AO,1500m - 3000m
AW,DK,>4500m
AW,DN,>4500m
AW,AI,500m - 1500m
AW,AL,3000m - 4500m
AW,BL,>4500m
AW,EH,>4500m
AW,BA,1500m - 3000m
AW,DB,1500m - 3000m
AW,BK,>4500m
AW,EL,>4500m
AW,DF,3000m - 4500m
AW,CT,3000m - 4500m
AW,CW,1500m - 3000m
AW,DI,3000m - 4500m
AW,BH,500m - 1500m
AW,AB,3000m - 4500m
AW,CE,3000m - 4500m
AW,CB,1500m - 3000m
AW,DX,3000m - 4500m
AW,BY,1500m - 3000m
AW,CH,>4500m
AW,CK,>4500m
AW,AV,<500m
AW,AG,500m - 1500m
AW,DR,>4500m
AW,AY,3000m - 4500m
AW,EA,>4500m
AW,BV,1500m - 3000m
AW,BS,3000m - 4500m
AW,DU,>4500m
AW,AS,500m - 1500m
AW,CN,>4500m
AW,CZ,1500m - 3000m
AW,BE,500m - 1500m
AW,EF,>4500m
AW,BP,>4500m
AW,CQ,>4500m
AW,AP,1500m - 3000m
AW,DL,>4500m
AW,DO,>4500m
AW,AJ,500m - 1500m
AW,AM,3000m - 4500m
AW,BM,>4500m
AW,EI,>4500m
AW,BB,1500m - 3000m
AW,DC,1500m - 3000m
AW,EM,>4500m
AW,DG,3000m - 4500m
AW,CU,3000m - 4500m
AW,CX,1500m - 3000m
AW,DJ,3000m - 4500m
AW,BI,500m - 1500m
AW,AC,3000m - 4500m
AW,CF,3000m - 4500m
AW,CC,1500m - 3000m
AW,DY,3000m - 4500m
AW,BZ,1500m - 3000m
AW,CI,>4500m
AW,CL,>4500m
AW,AW,<500m
AW,AH,500m - 1500m
AW,DS,>4500m
AW,AZ,3000m - 4500m
AW,EB,>4500m
AW,BW,1500m - 3000m
AW,BT,3000m - 4500m
AW,ED,>4500m
AW,DV,>4500m
AW,AE,1500m - 3000m
AW,AT,500m - 1500m
AW,CO,>4500m
AW,DA,1500m - 3000m
AW,BF,500m - 1500m
AW,EG,>4500m
AW,BQ,>4500m
AW,CR,>4500m
AW,AQ,1500m - 3000m
AW,DM,>4500m
AW,DP,>4500m
AW,AK,500m - 1500m
AW,AN,3000m - 4500m
AW,BN,>4500m
AW,EJ,>4500m
AW,BC,1500m - 3000m
AW,DD,1500m - 3000m
AH,BJ,>4500m
AH,EK,>4500m
AH,DE,>4500m
AH,CS,3000m - 4500m
AH,CV,3000m - 4500m
AH,DH,>4500m
AH,BG,1500m - 3000m
AH,AA,1500m - 3000m
AH,CD,>4500m
AH,CA,1500m - 3000m
AH,DW,>4500m
AH,BX,1500m - 3000m
AH,CG,>4500m
AH,CJ,>4500m
AH,AU,500m - 1500m
AH,AF,<500m
AH,DQ,>4500m
AH,AX,1500m - 3000m
AH,DZ,>4500m
AH,BU,1500m - 3000m
AH,BR,3000m - 4500m
AH,EC,>4500m
AH,DT,>4500m
AH,AD,500m - 1500m
AH,AR,500m - 1500m
AH,CM,>4500m
AH,CY,3000m - 4500m
AH,BD,1500m - 3000m
AH,EE,>4500m
AH,BO,>4500m
AH,CP,>4500m
AH,AO,500m - 1500m
AH,DK,>4500m
AH,DN,>4500m
AH,AI,500m - 1500m
AH,AL,1500m - 3000m
AH,BL,>4500m
AH,EH,>4500m
AH,BA,1500m - 3000m
AH,DB,3000m - 4500m
AH,BK,>4500m
AH,EL,>4500m
AH,DF,>4500m
AH,CT,3000m - 4500m
AH,CW,3000m - 4500m
AH,DI,>4500m
AH,BH,1500m - 3000m
AH,AB,1500m - 3000m
AH,CE,>4500m
AH,CB,1500m - 3000m
AH,DX,>4500m
AH,BY,1500m - 3000m
AH,CH,>4500m
AH,CK,>4500m
AH,AV,500m - 1500m
AH,AG,<500m
AH,DR,>4500m
AH,AY,1500m - 3000m
AH,EA,>4500m
AH,BV,1500m - 3000m
AH,BS,3000m - 4500m
AH,DU,>4500m
AH,AS,500m - 1500m
AH,CN,>4500m
AH,CZ,3000m - 4500m
AH,BE,1500m - 3000m
AH,EF,>4500m
AH,BP,>4500m
AH,CQ,>4500m
AH,AP,500m - 1500m
AH,DL,>4500m
AH,DO,>4500m
AH,AJ,500m - 1500m
AH,AM,1500m - 3000m
AH,BM,>4500m
AH,EI,>4500m
AH,BB,1500m - 3000m
AH,DC,3000m - 4500m
AH,EM,>4500m
AH,DG,>4500m
AH,CU,3000m - 4500m
AH,CX,3000m - 4500m
AH,DJ,>4500m
AH,BI,1500m - 3000m
AH,AC,1500m - 3000m
AH,CF,>4500m
AH,CC,1500m - 3000m
AH,DY,>4500m
AH,BZ,1500m - 3000m
AH,CI,>4500m
AH,CL,>4500m
AH,AW,500m - 1500m
AH,AH,<500m
AH,DS,>4500m
AH,AZ,1500m - 3000m
AH,EB,>4500m
AH,BW,1500m - 3000m
AH,BT,3000m - 4500m
AH,ED,>4500m
AH,DV,>4500m
AH,AE,500m - 1500m
AH,AT,500m - 1500m
AH,CO,>4500m
AH,DA,3000m - 4500m
AH,BF,1500m - 3000m
AH,EG,>4500m
AH,BQ,>4500m
AH,CR,>4500m
AH,AQ,500m - 1500m
AH,DM,>4500m
AH,DP,>4500m
AH,AK,500m - 1500m
AH,AN,1500m - 3000m
AH,BN,>4500m
AH,EJ,>4500m
AH,BC,1500m - 3000m
AH,DD,3000m - 4500m
DS,BJ,1500m - 3000m
DS,EK,500m - 1500m
DS,DE,3000m - 4500m
DS,CS,>4500m
DS,CV,>4500m
DS,DH,1500m - 3000m
DS,BG,>4500m
DS,AA,>4500m
DS,CD,1500m - 3000m
DS,CA,>4500m
DS,DW,3000m - 4500m
DS,BX,>4500m
DS,CG,1500m - 3000m
DS,CJ,500m - 1500m
DS,AU,>4500m
DS,AF,>4500m
DS,DQ,<500m
DS,AX,>4500m
DS,DZ,1500m - 3000m
DS,BU,>4500m
DS,BR,>4500m
DS,EC,1500m - 3000m
DS,DT,500m - 1500m
DS,AD,>4500m
DS,AR,>4500m
DS,CM,500m - 1500m
DS,CY,>4500m
DS,BD,>4500m
DS,EE,500m - 1500m
DS,BO,1500m - 3000m
DS,CP,500m - 1500m
DS,AO,>4500m
DS,DK,1500m - 3000m
DS,DN,500m - 1500m
DS,AI,>4500m
DS,AL,>4500m
DS,BL,1500m - 3000m
DS,EH,500m - 1500m
DS,BA,>4500m
DS,DB,>4500m
DS,BK,1500m - 3000m
DS,EL,500m - 1500m
DS,DF,3000m - 4500m
DS,CT,>4500m
DS,CW,>4500m
DS,DI,1500m - 3000m
DS,BH,>4500m
DS,AB,>4500m
DS,CE,1500m - 3000m
DS,CB,>4500m
DS,DX,3000m - 4500m
DS,BY,>4500m
DS,CH,1500m - 3000m
DS,CK,500m - 1500m
DS,AV,>4500m
DS,AG,>4500m
DS,DR,<500m
DS,AY,>4500m
DS,EA,1500m - 3000m
DS,BV,>4500m
DS,BS,>4500m
DS,DU,500m - 1500m
DS,AS,>4500m
DS,CN,500m - 1500m
DS,CZ,>4500m
DS,BE,>4500m
DS,EF,500m - 1500m
DS,BP,1500m - 3000m
DS,CQ,500m - 1500m
DS,AP,>4500m
DS,DL,1500m - 3000m
DS,DO,500m - 1500m
DS,AJ,>4500m
DS,AM,>4500m
DS,BM,1500m - 3000m
DS,EI,500m - 1500m
DS,BB,>4500m
DS,DC,>4500m
DS,EM,500m - 1500m
DS,DG,3000m - 4500m
DS,CU,>4500m
DS,CX,>4500m
DS,DJ,1500m - 3000m
DS,BI,>4500m
DS,AC,>4500m
DS,CF,1500m - 3000m
DS,CC,>4500m
DS,DY,3000m - 4500m
DS,BZ,>4500m
DS,CI,1500m - 3000m
DS,CL,500m - 1500m
DS,AW,>4500m
DS,AH,>4500m
DS,DS,<500m
DS,AZ,>4500m
DS,EB,1500m - 3000m
DS,BW,>4500m
DS,BT,>4500m
DS,ED,1500m - 3000m
DS,DV,500m - 1500m
DS,AE,>4500m
DS,AT,>4500m
DS,CO,500m - 1500m
DS,DA,>4500m
DS,BF,>4500m
DS,EG,500m - 1500m
DS,BQ,1500m - 3000m
DS,CR,500m - 1500m
DS,AQ,>4500m
DS,DM,1500m - 3000m
DS,DP,500m - 1500m
DS,AK,>4500m
DS,AN,>4500m
DS,BN,1500m - 3000m
DS,EJ,500m - 1500m
DS,BC,>4500m
DS,DD,>4500m
AZ,BJ,>4500m
AZ,EK,>4500m
AZ,DE,>4500m
AZ,CS,1500m - 3000m
AZ,CV,1500m - 3000m
AZ,DH,>4500m
AZ,BG,1500m - 3000m
AZ,AA,1500m - 3000m
AZ,CD,>4500m
AZ,CA,3000m - 4500m
AZ,DW,>4500m
AZ,BX,1500m - 3000m
AZ,CG,>4500m
AZ,CJ,>4500m
AZ,AU,3000m - 4500m
AZ,AF,1500m - 3000m
AZ,DQ,>4500m
AZ,AX,<500m
AZ,DZ,>4500m
AZ,BU,500m - 1500m
AZ,BR,500m - 1500m
AZ,EC,>4500m
AZ,DT,>4500m
AZ,AD,1500m - 3000m
AZ,AR,1500m - 3000m
AZ,CM,>4500m
AZ,CY,3000m - 4500m
AZ,BD,1500m - 3000m
AZ,EE,>4500m
AZ,BO,>4500m
AZ,CP,>4500m
AZ,AO,500m - 1500m
AZ,DK,>4500m
AZ,DN,>4500m
AZ,AI,3000m - 4500m
AZ,AL,500m - 1500m
AZ,BL,>4500m
AZ,EH,>4500m
AZ,BA,500m - 1500m
AZ,DB,3000m - 4500m
AZ,BK,>4500m
AZ,EL,>4500m
AZ,DF,>4500m
AZ,CT,1500m - 3000m
AZ,CW,1500m - 3000m
AZ,DI,>4500m
AZ,BH,1500m - 3000m
AZ,AB,1500m - 3000m
AZ,CE,>4500m
AZ,CB,3000m - 4500m
AZ,DX,>4500m
AZ,BY,1500m - 3000m
AZ,CH,>4500m
AZ,CK,>4500m
AZ,AV,3000m - 4500m
AZ,AG,1500m - 3000m
AZ,DR,>4500m
AZ,AY,<500m
AZ,EA,>4500m
AZ,BV,500m - 1500m
AZ,BS,500m - 1500m
AZ,DU,>4500m
AZ,AS,1500m - 3000m
AZ,CN,>4500m
AZ,CZ,3000m - 4500m
AZ,BE,1500m - 3000m
AZ,EF,>4500m
AZ,BP,>4500m
AZ,CQ,>4500m
AZ,AP,500m - 1500m
AZ,DL,>4500m
AZ,DO,>4500m
AZ,AJ,3000m - 4500m
AZ,AM,500m - 1500m
AZ,BM,>4500m
AZ,EI,>4500m
AZ,BB,500m - 1500m
AZ,DC,3000m - 4500m
AZ,EM,>4500m
AZ,DG,>4500m
AZ,CU,1500m - 3000m
AZ,CX,1500m - 3000m
AZ,DJ,>4500m
AZ,BI,1500m - 3000m
AZ,AC,1500m - 3000m
AZ,CF,>4500m
AZ,CC,3000m - 4500m
AZ,DY,>4500m
AZ,BZ,1500m - 3000m
AZ,CI,>4500m
AZ,CL,>4500m
AZ,AW,3000m - 4500m
AZ,AH,1500m - 3000m
AZ,DS,>4500m
AZ,AZ,<500m
AZ,EB,>4500m
AZ,BW,500m - 1500m
AZ,BT,500m - 1500m
AZ,ED,>4500m
AZ,DV,>4500m
AZ,AE,1500m - 3000m
AZ,AT,1500m - 3000m
AZ,CO,>4500m
AZ,DA,3000m - 4500m
AZ,BF,1500m - 3000m
AZ,EG,>4500m
AZ,BQ,>4500m
AZ,CR,>4500m
AZ,AQ,500m - 1500m
AZ,DM,>4500m
AZ,DP,>4500m
AZ,AK,3000m - 4500m
AZ,AN,500m - 1500m
AZ,BN,>4500m
AZ,EJ,>4500m
AZ,BC,500m - 1500m
AZ,DD,3000m - 4500m
EB,BJ,3000m - 4500m
EB,EK,3000m - 4500m
EB,DE,1500m - 3000m
EB,CS,>4500m
EB,CV,>4500m
EB,DH,500m - 1500m
EB,BG,3000m - 4500m
EB,AA,>4500m
EB,CD,1500m - 3000m
EB,CA,3000m - 4500m
EB,DW,500m - 1500m
EB,BX,>4500m
EB,CG,1500m - 3000m
EB,CJ,1500m - 3000m
EB,AU,>4500m
EB,AF,>4500m
EB,DQ,1500m - 3000m
EB,AX,>4500m
EB,DZ,<500m
EB,BU,>4500m
EB,BR,>4500m
EB,EC,500m - 1500m
EB,DT,3000m - 4500m
EB,AD,>4500m
EB,AR,>4500m
EB,CM,3000m - 4500m
EB,CY,3000m - 4500m
EB,BD,>4500m
EB,EE,1500m - 3000m
EB,BO,3000m - 4500m
EB,CP,3000m - 4500m
EB,AO,>4500m
EB,DK,500m - 1500m
EB,DN,1500m - 3000m
EB,AI,>4500m
EB,AL,>4500m
EB,BL,3000m - 4500m
EB,EH,1500m - 3000m
EB,BA,>4500m
EB,DB,1500m - 3000m
EB,BK,3000m - 4500m
EB,EL,3000m - 4500m
EB,DF,1500m - 3000m
EB,CT,>4500m
EB,CW,>4500m
EB,DI,500m - 1500m
EB,BH,3000m - 4500m
EB,AB,>4500m
EB,CE,1500m - 3000m
EB,CB,3000m - 4500m
EB,DX,500m - 1500m
EB,BY,>4500m
EB,CH,1500m - 3000m
EB,CK,1500m - 3000m
EB,AV,>4500m
EB,AG,>4500m
EB,DR,1500m - 3000m
EB,AY,>4500m
EB,EA,<500m
EB,BV,>4500m
EB,BS,>4500m
EB,DU,3000m - 4500m
EB,AS,>4500m
EB,CN,3000m - 4500m
EB,CZ,3000m - 4500m
EB,BE,>4500m
EB,EF,1500m - 3000m
EB,BP,3000m - 4500m
EB,CQ,3000m - 4500m
EB,AP,>4500m
EB,DL,500m - 1500m
EB,DO,1500m - 3000m
EB,AJ,>4500m
EB,AM,>4500m
EB,BM,3000m - 4500m
